,question,date,views,upvotes,answer
61,Why-arent-most-people-in-the-UK-that-interested-in-living-and-working-in-the-US-Most-British-would-rather-opt-for-EU-Canada-Australia-New-Zealand-and-Dubai-rather-than-trying-the-American-Dream-Only-Wanted-Down,2018-05-27 20:39:31,4294,362,"As someone who once wanted to live in the US, here are the reasons I no longer want to: The US doesn’t have public healthcare. The US has very few workers’ rights. There is no religious freedom in much of the US - unless you’re a Protestant Christian. Your TV has far too many adverts in it. Your local law enforcement system is broken and racist. Your courts system is dysfunctional. School shootings. Systemic racism. Dysfunctional Congress holding kleptocrats and collaborators with autocrats and proto-fascists. ICE. Trump. (BTW - if you're an American and offended by this: tough.)"
62,What-do-you-think-of-Sensei-Aishitemasu-s-statement-that-all-white-people-are-racist,2018-10-16 19:44:55,3732,412,"If ALL white people are racist, what are the rest of you bitching for? Because if they ALL are, it must be because racism must not be a learned behavior, it must be inherent in the DNA. Which means white people can’t help it. Sounds ridiculous? Of course it does.  Just as ridiculous as saying ALL white people are racist. The statement is intellectually lazy. It also demeans a race…so the statement itself  is racist.  If you substituted any other color, would the statement sound stupid and wrong? Would it sound hateful? Racism is the belief that someone is inferior based on race alone. Seeing as racism is a negative, saying an entire race is operating at a negative makes them inferior.  Which means anybody who says this with any conviction is a racist themselves. Saying that an entire race is keeping you down is announcing YOU are the inferior one because of race being unable to overcome obstacles. Once again, racist. If you live in America, the system was designed to be fair to all. If you aren’t getting the fairness, you have options to shed the light of the law on the problem and get redress…especially these days, when everyone is hyper-aware of the ramifications of the issues of race. MLK Jr. talked about content of character over color of skin. This statement takes his dream and pushes it back."
63,What-bothers-liberals-most-about-conservative-beliefs-or-mindsets,2017-09-27 11:38:38,80315,7919,"Hypocrisy. I had answered a similar question once, but this trait seems to be a feature of the conservative brand today. Let's take a trip down memory lane. Most of you might remember this peach of a woman: Miss Kim Davis, refused to issue marriage licenses to same sex couples which was required by law. A form of protest at her workplace for her beliefs against the law of the land. Conservative reaction? SHE IS A HERO! She stood up for what she believes​ in. This is America. If we weren't allowed to voice our opinions and thoughts and blindly adhere to the government mechanisms, we'd be living in a tyrrany! FREEDOM FOR THE WIN! Now, explain to me the difference between that protest of Ms. Davis, and this protest: The athletes taking the knee are not disrupting anything, not rioting, not marching on the streets because right wing pundits call that 'A form of violence', not even refusing to do their work, which is to play the sport. They are not protesting the flag or the anthem, they are protesting injustices and systemic racism  through  them. If this is also a wrong way to protest, then what exactly is the right way to do it? Again, they are protesting the fact that the flag and the anthem is not representing the things it's supposed to represent."
64,How-have-you-been-treated-by-the-police-in-America,2021-01-21 20:39:17,8872,539,"Quite nicely. I personally never had any bad experience with police in the America. But I also understand that’s largely due to My relatively benign experience is NOT counter-evidence against systemic racism in the police force. The thing is, the majority of people do not experience police brutality. But then again, “do not beat up or kill innocent people” is the bare minimum for any citizen, let alone a police officer, who should, you know, “protect and serve”. OK, say, water. we all drink them, the city provides it, we pay for the water pipes and such with our tax money. But occasionally, some people get serious sickness and die because of bacteria in water. Do you think it is reasonable to say “well, the majority of people have no problem with water, I don’t know why this city’s water services get a bad rap just because a few people died because of drinking water? I don’t understand why are people so angry. So a few of them got seriously ill and died because water service people aren’t careful. And a few of them got seriously ill and died because some water service employees literally poison the water… I have been drinking from the faucet all my life, never had any problem at all.” Your personal experience does not negate systemic problems. And YOU putting your personal experience out there and defend an oppressive system, that makes you part of the problem. You’re basically saying “because I don’t feel oppressed, it does not exist”. You know what that called? It’s called privilege. Yes yes, you’re black, you’re brown, you’re male, you fit the profile. Never experience racism, ever. What is racism, LOL? You got lucky. It’s like those white women who believe they don’t need feminism. Great, I really hope all you “oppression doesn’t exist because it doesn’t impact me” people continue to be lucky."
65,A-friend-told-me-recently-that-he-would-never-go-to-Europe-on-vacation-because-as-a-whole-it-s-racist-he-s-black-I-ve-never-heard-this-but-I-m-also-Caucasian-so-I-ve-never-experienced-or-seen-anything-discriminatory,2019-12-04 08:29:40,79455,6019,"I'm black. I've traveled Europe pretty extensively, along with two of my other black friends. We've traveled to Croatia, Hungary, Germany, U.K and many other places. Europe varies a lot, it's impossible to generalize racism like that. But it definitely exists, however in a different form than North America. North America tends to have more “malicious” racism, probably due to the history of slavery here. It's often deliberate and systemic. Europe is different. Places like Croatia that have very few black tourists or citizens might seem “racist” at first glance to a black person. Weird stares. Pointing. Laughing. Whispering. Asking to touch your hair or skin. However at a closer look, you realize it's actually just ignorance. Not coming from a place of maliciousness; they just haven't had any experience with black people! It's a great opportunity to spread good will in communities that aren't familiar with us. The way you interact with locals can reverberate through the country forever. EDIT: I've gotten a bunch of messages from people asking for details on my travels as a black guy. I'm Canadian, and I've been fortunate enough to have been to nearly every inhabited continent except for South America (the next big adventure). My favorite place is Melbourne, Australia. I lived there for 6 months, then went and traveled throughout Asia. I'm probably going to answer more questions like these in the future due to the interest, so if you're interested in learning and trading travel stories, feel free to follow me! I'm also moving to London early next year. If anyone cool would like to connect, let me know."
66,What-do-you-think-of-the-Republicans-lack-of-response-to-the-protests-and-Trump-s-latest-tweets,2020-06-09 20:16:50,7892,660,"What I think is that Republicans, including Trump, have  said, repeatedly , that we are shocked and disgusted by George Floyd’s death, and we support changes in the way chokeholds are used in every police department. However, the riots are equally abhorrent, in the loss of lives, the looting and arson and the destruction of places where people live and where they’ve invested their life savings to build a business. The riots, organized by ANTIFA and paid for by George Soros should be between the people who are angry at the way the police behave, and the city managers of the cities they live in. Instead, a man who has said that he wants to see the United States destroyed and who wants to see a revolution here, has mobilized agitators to encourage riots, has supplied them with weapons, and who has paid people to use them against  us! I despise the people who have let this evil into our country, and I would never trust anyone who would “bend a knee”. Americans never “bend a knee”, except to God — and these protestors are not God. I also completely reject the Leftist idea of “systemic” racism, nor do I believe that I, or anyone else I know, is racist. I think that racism is actually fairly rare in this country, and it is gradually becoming rarer. I think that living in a world where you actually believe in systemic racism would be terribly sad. If you do, I pity you."
67,The-word-systemic-seems-to-be-thrown-around-quite-a-bit-when-speaking-about-social-issues-do-most-people-that-use-it-actually-know-what-it-really-means,2019-04-09 13:25:44,4655,269,"I listen to a lot of Progressive talk radio. From what I’ve heard to most of the hosts and callers, “systemic” has a very malleable definition that they change to fit their narrative needs at the time. The same is true for all of the -isms and -phobias: racism, sexism, homophobia, xenophobia, etc… They change the definitions at will to support whatever position they’re trying to take. Thus, they no longer define racism as “treating someone differently based upon their race,” because they’d have to admit that Affirmative Action-like programs are also racist. They’ve added something about “power” to the definition: racism is power plus prejudice. They’ll change that, too, once it no longer supports their positions. Once you realize that there’s no pleasing the Progressives, so you just quit trying, you’ll save yourself a lot of stress."
68,Is-the-Chinese-Communist-Party-funding-riots-in-the-USA,2020-09-27 16:41:02,6423,274,"Americans have an enormous capacity for blame shifting. So according to many Americans, riots in the US are in no way the fault of poor Policing, poor leadership and poor systems, nor are they the fault of the endemic racism or aggressive tendencies in American society. So obviously it’s someone else's fault. China is the designated enemy right now so it must be them."
69,When-did-systemic-racism-start-and-end,2020-12-23 18:19:05,622,52,"People act like systemic racism has a start and end date, like “started at 1:00 pm on 12/23/1645 and ended on 4/1/1965.” Systemic racism has ebbs and flows in society’s history. In America, systemic racism gradually came into being with the settlement of the New World, and it’s decline started with the Civil Rights Act. Systemic racism has become so rare in America that most racism is anecdotal. There is no definitive start and stop time."
70,Does-white-privilege-exist-If-so-what-is-it,2018-04-16 14:32:46,51345,3504,"Yes. Mostly, it comes from things you don’t have to worry about: I grew up in a place where almost everyone was Black. I was part of the dominant group. Because I was part of the dominant group, I never had to worry about racism. Because I never had to worry about racism, I assumed that it was mostly dead, and that whatever remained of it must be either vestigial or, at the very most, the dying embers of a Jim Crow system on its way to its final extinction. When I heard Black Americans complain about racism, it seemed to me that they were whining. Racism was an absurdity. Surely, there couldn’t be very many racists around in the 21st century. Maybe people who complained about it should just shut up and stop making excuses already. If anyone complained of racism, my first reflex was to immediately be skeptical. I wouldn’t confront them, but I would go find 1001 reasons why what had happened wasn’t about racism. Then, I would pat myself on the back for being aloof and rational. Conservative Whites loved me.  Why can’t the other Blacks be more like you, Habib? You’re so reasonable! Like those conservatives, I very much wanted to believe that I lived in a world where racism was dead. Unlike them, however, I was Black. And, sooner or later, I was going to be on the receiving end of racism. And when that happened, I was going to be forced to see what I had been desperately trying not to see. We are the sum of our experiences. I can’t make anyone believe in racism. I know no one else could have made me believe. And, if you don’t believe in White privilege, I’m not even asking you to change your mind. All I ask is that you refrain from telling people that their experiences and perceptions of racism are invalid or unfounded. If I tell someone that I am deciding to boycott a business because I find a certain event racist, I am not asking for permission or validation. And I’m certainly not seeking to debate. You are free to continue giving your money to businesses I boycott. And you are free to continue not seeing racism where I see it. But what you are not free to do is to tell me that my perspective is unfounded. A bon entendeur, salut!"
71,Which-of-these-countries-Australia-Canada-Russia-USA-is-the-most-selective-when-accepting-immigrants,2017-01-18 17:31:27,1471871,1425,"I have lived in Australia, Canada and the U.S. 1. Immigration laws are as follows: 2. Cultural acceptance: The most selective country is Australia, They have a tough immigration system, and a tougher screening process. No tom dick and harry can enter Australia. They are good with breaking down the immigration population and bringing in the most talented ones to the country."
72,Is-systemic-racism-masterminded,2021-01-05 20:16:51,555,39,"Not really, that’s kind of the point. Systemic racism is  par excellence  the racism that happens out of habit; out of people thinking that it’s ‘common sense’; out of people behaving without having to think about their behaviour. It’s the racism that’s done by people who don’t consider themselves racist."
73,Why-when-did-Europe-become-so-left-leaning,2017-11-07 05:08:05,6677,551,"Why did Europe become so leftist and liberal? It isn’t. Much of Europe at the moment is experiencing a movement towards centre-right politics. I assume you mean in comparison to the USA. This is because the USA is ultraconservative. Things like LGBT rights, anti-racism, free healthcare, and welfare systems are largely supported by the centre right in Europe. One of the problems with comparisons is that the Republican party of today would be thought of as extreme in Europe."
74,Was-there-anything-in-which-the-Native-Americans-were-more-advanced-than-us,2018-03-31 09:47:58,2688,209,"Leaving aside the breathtaking racism and ignorance of the question, yes, there absolutely were. The traditional clothing system developed and used by the Inuit is the most effective cold weather clothing developed to date. One of the key elements used by the Inuit is a fur ruff attached to the hood, hem, and cuffs of their parkas. This paper determines why the fur ruff is so critical to the effectiveness of cold-weather clothing, especially in protecting the face See for example:"
75,Do-you-believe-the-new-charges-for-Minneapolis-former-officers-were-influenced-by-protests-Why-or-why-not,2020-06-04 01:51:47,4125,555,Do you believe the new charges for Minneapolis former officers were influenced by protests? Why or why not? Absolutely. I think that without public outrage the murderer would have been silently fired and the whole thing would have been swept under the rug. He would never have been prosecuted without the protests. The reason is systemic racism. Black people are oppressed and people who harm them are taken out of the firing line instead of being held accountable. Unless the public makes it unmistakably clear that that kind of “solution” is not an option.
76,What-is-not-racist-but-is-often-regarded-as-racist,2016-01-16 11:36:44,11913,287,"Being critical of racist systems is a big one.  A lot of Americans, for example,  still  hate Michelle Obama because she said she hadn't felt proud of the country in many years.  When a rich, white Republican talks about how the United States has declined (in...some way...they never really explain what metrics they're using), they get praise.  An African-American woman who's not excited about a country that treats people a lot like her very poorly, she clearly hates white people, apparently. Trying to fix systemic racism is another.  Affirmative action (another U.S. example, obviously) requires giving candidates a fair chance, even when they're in classes that traditionally face discrimination.  Yet, it's constantly under attack for holding minorities to ""lower standards,"" harming them by giving them a chance at a good education, and taking spots that ""should have"" gone to white people . Disliking a specific person of a particular race is the last I'll talk about.  You can a shocking number of questions of Quora bemoaning the racist white women for not dating [choose one of Latinos, African-Americans, Asians, or South Asians], by which they mean  them , and plenty of counterpart questions asking what's wrong with white women that they're out dating minorities instead of keeping to their own.  While I can't discount that some racism might be involved in a particular incident, the more obvious explanation is that people might not want partners who are obsessed with the racial breakdown of who another group dates and that disliking you doesn't necessarily mean hating what you are..."
77,What-dont-you-like-about-Canada,2018-05-29 23:24:07,156451,4376,"By far the single biggest thing that bothers me about Canada is our somewhat forced perspective. What I mean by that is we live next to the United States. It's akin to building a cabin beside a large circus. No matter what happens inside our cabin, we can't help but compare it to the spectacle happening right beside us. So why is this such a problem for me? Let me show you in a graphic. Most people (including Canadians) look at this and say ""Cripes, what is wrong with Americans? They need to fix their bizarre obsession with guns."" I agree with them, but the problem is people stop looking at the graphic when they see the wild-west circus that occupies first place. When I look at the chart, I also see who is in second place... Canada. When Canadians look at this chart and say ""wow, thank goodness we're not as bad as THEM"" they do a disservice to their country. We have less gun crime than the US, but we still have unacceptable levels of gun crime compared to everyone else. We have more freedom than the US, but we're not doing as well as other countries. Our health care system is better overall than in the US, but it's FAR worse than western European countries.We have far less racism than the US, but we still have appalling amounts of racism. And so on. Anyone can feel normal when they live next to a circus, and it's easy to feel a bit complacent when your neighbor's leader is clinically insane... but it is a terrible disgrace for us to say things here are good enough because we're not quite as crazy as the MAGAts who live next door. We should strive for better."
78,Which-country-has-the-worst-systemic-racism-Im-not-talking-about-odd-cases-of-individual-racism,2018-06-03 22:41:50,77565,750,"Here’s the  top chart   , and you have a surprise winner. Even I was shocked to see the result. What the hell has happened to India the great melting pot? What have we done to India! Centuries of polarisation and hate-mongering of communally and ethnically oriented politics obviously did not do India any good. India has stopped being a large sack of different grains. It now have many small purses of identical grains within that sack. Each purse hating the next one. A brilliant way to pull a nation down. That’s exactly what South Africa is going through. P.S. Bangladesh, my own country, is no less racist than India. But, the survey, unfortunately covered only 61 countries, and did not include us. The only difference would be absence of someone to be racist against. You see, 90% of people in Bangladesh are Bengali-speaking Sunni Muslims coming from the same pool of genetic mix. Have you noticed that 13 countries in the top 18 are Muslim countries? Sad."
79,Can-Democrats-give-a-straight-answer-as-to-whether-all-lives-matter,2017-05-16 13:49:27,6572,589,"Such answers are not actually that hard to find if you are sincere about looking. Yes, of course all lives matter. But here’s the thing:  the law enforcement and criminal justice systems act as if black lives matter less than white lives.  Not in every case, and not in every jurisdiction, but far too often. When people protest by saying that “black lives matter” they aren’t saying that the lives of white people don’t matter.  Nobody is saying that.  What they are calling attention to is that systemic racism is a serious problem that harms black and minority communities. When people stand up to BLM and say, “no,  all lives matter”  what they are saying is that “you aren’t experiencing any problems which are unique” when in fact, they are. One in fifteen African American men are incarcerated, compared to one in 106 white men. According to the Bureau of Justice, one in three black men will be imprisoned in their lifetime. Black motorists are three times more likely to be searched during traffic stops. Police are four times as likely to use force during encounters with African Americans. The “war on drugs” is largely waged in black and minority communities. When arrested as minors, black youth are more likely to be tried as adults and sent to adult prisons than white kids of the same age. Statistics show that black offenders receive longer sentences and more often are subject to mandatory minimum sentences, and are sentenced to prison terms at disproportionately high rates. Yes, all lives matter. But let’s not pretend that the real issues of systemic racism that affect minority communities and the way that they interact with police and the justice system aren’t significant or real."
80,How-good-of-a-government-would-National-Socialism-have-been-were-not-for-the-racist-factor,2018-04-23 17:25:51,2317,177,"Take out the racism and National Socialism is basically Fascism. Fascism as a system of governance works very efficiently and brings economic prosperity, but it also brings a loss of civil liberties and the ability to choose and change one’s government. So it depends on your perspective. The running joke in the Fascist/NS countries during the interwar years was that at least there was no longer freedom to starve."
81,As-a-conservative-what-are-your-definitions-of-a-racist-and-what-is-racism,2018-01-28 17:59:51,1174,77,"First off, there are two competing definitions of  race:  the narrow definition, where race refers roughly to what continent your ancestors came from several thousand years ago (blacks from Africa, whites from Europe, Asians from Asia, Native Americans from the Americas, and other terms for smaller or mixed-race groups); and the broad one, which indicates any cultural grouping or ethnicity including skin color, national origin, ancestry, religions, language(s) spoken, cultural expressions of sexual/gender traits, or other statistical clusters from the field of social science. Racism  is mistreatment or injustice against people by race. Sometimes people who advocate for the narrow definition of race as the only definition will nitpick about use of the broad definition. For example, they might say, “Islamophobia is not racism because Muslim is not a race.” They're fishing for people to use some other term like  prejudice  or  arbitrary   discrimination,  but the real answer is that prejudice is prejudice, and the specific type is not a relevant consideration. There's no moral weight to the argument that “This kind of bigotry isn't technically racism.” I'm completely fine with  racism  being accepted as a synonym of  prejudice  except in situations where the distinction carries some specified moral or legal significance, with the burden on the one making the distinction to substantiate the distinction's relevance. I see racism as coming in three forms: All three kinds of racism are undesirable. Base racism provides the motive and intent to generalize and discriminate, generalizations provide a superficial impression of scientific legitimacy to prejudices and institutional racism while hiding logical fallacies and factual errors that built that fascade, and institutional racism can maintain unjust outcomes and arbitrary discrimination even in the absense of any continuing base racism to motivate that harm. The same way that writing a book can help ideas survive even after the writer changes their mind or dies, institutional racism can maintain continuing injustice even after the system's designers die or abandon base racism. Both conservatives and liberals oppose racism, but (speaking very broadly) conservatives tend to prefer narrower definitions of racism and higher standards of proof to demonstrate material injustice. Possibly the narrowest interpretation of racism comes from self-described  race realists,  who argue that solid evidence of statistical difference between the races eliminates the word arbitrary from  arbitrary discrimination,  and turns different treatment by race into a reasonable and just response to scientifically proven differences.  Discrimination,  these race realists have been known to say,  is the knife of reason. I think that race realists make too much of slight differences, often trust poor data, abandon my beloved ideology of individualism in favor of statistical generalization, and generally abuse the scientific method. The vast majority of the racial differences they argue are real are, in fact, the conclusions of poor science, and they will often devolve into unprovable, unfalsifiable conspiracy theories about scientific censorship to justify their trust in fringe and untrustworthy research. They use the technical accuracy of a single truth — there are some differences between the races that can be scientifically proven — to justify vast generalizations and still arbitrary discrimination based on bad science. They can safely denounce base racism and arbitrary discrimination from their philosophical base while, sometimes unintentionally but often intentionally, fighting a battle to make arbitrary discrimination and institutional racism socially acceptable. They will often say, “I'm not a racist, I am a race realist,” but they frequently fail to uphold the high scientific standards necessary to justify that distinction. Many conservatives will argue that a false accusation of “Racist!” is just as bad as actual racism, or that in the quantities we see in modern society that the many accusations of racism have become  more  harmful than actual racism. Usually this is argued from the assumption that only base racism is real, and with the understanding that only the most egregious examples deserve to be called racist. That is two false assumptions. Base racism will always be part of every society, and keeping it marginalized so that races are not mistreated will require constant vigilance. Accusations of racism should be used when approperate, with both overuse and underuse each bringing similar cultural dangers. I see no reason to believe that accusations of racism are the greater problem today. I am a conservative. That means, in part, that I hold a high standard of proof to justify claims generally. I don't easily change my mind in response to the predictions of theory. I need demonstrable consequences already observed in reality to persuade me. I apply those high standards of proof to individual claims of racism and to the broad claim of racism's end in our society. Perhaps unusually among conservatives, I advocate rigorous investigation of our society and our government to locate and eliminate institutional racism, vigorous efforts to see if the high standard of proof can be met. From the Confederates' thwarting of black's civil rights during reconstruction to the modern rise of the alt right and race realism, there are plenty of attempts to establish institutional racism and plenty of evidence of various successes. I demand a very high standard of proof of the claim that institutional racism is no longer a significant factor in modern life, and great energy applied to investigating the question. I am skeptical and critical of affirmative action, as defined as placing intentionally skewed preferences in society with the intent of counteracting existing inequalities. These programs theoretically could improve practical outcomes, but they do little to remove the underlying injustices and inequalities in society. In the same way that boiled (distilled, ionized) water doesn't taste as good as spring water (especially prior to UV deionization), affirmative action layered on top of an unjust system is less palatable than fixing the injustice. I empathize with the need to improve outcomes for minorities, but this approach to the problem seems like a catalyst for backlash, justifying backlash in much of the public imagination. Racism defies the Declaration of Independence's assertion that all men are created equal, and are thereby endowed with certain rights under the law. The 14th Amendment to the Constitution asserts that these rights are to be equal under the law, with no distinctions made by arbitrary criteria. Unless and until the criteria can be shown to be materially relevant, the law's treatment of people must be equal. Violent criminal convicts can be treated as risks of violence based on their individual records, but people with the same parents, skin color, or national origin as a violent convict cannot be treated as violent convicts themselves. They must be treated the same as others in our broad society, since none of those factors are material criteria for determining a material threat. That is my view on racism."
82,What-do-you-think-about-Jordan-Petersons-claim-that-white-privilege-doesnt-exist,2018-05-30 19:23:27,8683,831,"I think he is essentially correct. If the system is geared to give privileges to whites, how come Asians in this country do so well…in fact, better than whites themselves? So maybe it’s NOT skin color that determines your destiny in America. There are so many things that could be classified as privileges like wealth, health, age, and the culture in which you live that can explain why things are as they are. As he stated, to lump a group of people and say this is how all people of this group are, is the direct road to racism. Each person is special and unique, built in with their own privileges. To ignore your own privileges and to link your success or failure to other’s supposed privileges is a cop out."
83,Was-H-Ms-sweatshirt-debacle-intentional-racism-or-culturally-unaware,2018-01-08 10:11:14,2320,171,"It is the effect of having not one single person of color on a creative team. I can see the room now, filled with white faces all thinking of their own children, who they call monkey all the time, no one of them aware of racial discrimination because they have a black friend you know. No one older who isn’t also kind-of-racist, so no one in the in the company, the agency, the printer who says, “uh, folks, this is racist.” I worked in advertising. I guarantee this happened. And I guarantee if someone did, they were told, “No, it’s cute. Leave it.” Racism is systemic. They may have no active intent to offend, but because the system they live in perpetuates colonialist thinking  while simultaneously erasing all evidence  that this issue had been a problem previously and had been dealt with by previous generations, they become racist."
84,Is-it-misleading-for-some-people-to-say-black-people-are-causing-more-racism-in-America-today,2017-09-13 16:55:13,20381,1869,"It’s absolutely misleading. And incredibly stupid. In Louisiana, the people decided to rename a street after Dr. King. However, there were people against it. Like this guy in the picture. This is what he said… “I’ve never had a racist bone in my body. I’ve worked for a bunch of ’em, been in their houses, been in a lot of your guys’ houses, ” he said. “But if you keep pushing me I will show you my racist ways. [Mayor ] Mitch Landrieu can go to hell. Praise the Lord for Bobby Jindal.” The all white council voted unanimously against the name change… This is just a small look into racism in America. See… Back in the uh..”good” old days of Jim Crow, Black people pretty much ‘stayed in their place’. They did what they were told, and somehow were still terrorized by some bored white people who just liked doing this kind of thing for fun. They hated black people so much just sometimes the sight of them could spark violence. But then… Black people started raising all hell. They were sick and tired of being treated as second class citizens in a country that they fought for too and paid taxes in. How dare they? In 1964, the Civil Rights act was passed and a year later, the Voting Rights Act was passed. I’ve posted this many times as well as a few other great writers before but please pay attention this time. Now look at this timeline and tell me how long Black people have actually had full citizenship in this country? Do you see the areas of red and yellow? Well that was the time where Black people weren’t really allowed to challenge the status quo. This is a time where Whites pretty much did what they wanted to do. They put up offensive statues and memorials without thinking about how Black people would feel about these things. Who would dare speak out? The ones who did were attacked, beaten, and assassinated. Who would sign up for that? But now… Black people are finally speaking up and out and talking about things like police brutality, poor housing, bad schools, racism, prejudiced, systemic racism, everything! But oh no! When we do talk about these things, we get… Everything isn’t always about race! Why you gotta bring race into this? Sometimes, it’s not racial. Jesus, you talk about race all the time, I’m sick and tired of it. Then you get attitudes like the one I posted. Everyone says we need to have a discussion about race, but it obviously is the wrong time because no one really wants to have it! It’s just something people say. No one means it. What they want is for Black people to shut up. But we’ve never done that and we won’t now. Black people are some of the most patriotic people in the country. Why? Because we’ve always held this country accountable for her actions. We’ve always held America to a high standard, the standard that she set for other nations around the world but won’t always live up to it at home. We know this. We fight in wars, pointing our guns in the faces of others around the world and come home to bad schools, bad healthcare, and politicians that don’t care about us. We know these things. So are we causing more racism by speaking up and out? No. We’re doing what we’ve always done. Calling people out on their shit. And that never gets tiring."
85,Will-the-protests-in-the-USA-and-across-the-world-in-response-to-the-killing-of-George-Floyd-and-the-endemic-racism-and-injustice-in-the-American-society-result-in-the-systemic-change-that-is-needed-for-justice-and,2020-07-02 06:06:59,620,140,"If you believe that endemic racism and injustice exists in American society, you should tell your elected representatives that Affirmative Action must stop immediately. The constitution does not allow favoritism of one race over another for education or employment. There should be a “level playing field” for all races."
86,Is-anti-liberalism-the-connection-between-Trump-Putin-and-other-authoritarian-leaders-in-the-21st-century,2019-06-29 09:40:17,1388,151,"Yes. When humans begin to outgrow a primitive, animal system, in favor of a more modern, efficient and evolutionarily favorable system, the old way has a ‘last hurrah' before it dies. First we challenge it, it resists, then we show defeat is inevitable, it has a last hurrah, then the next push makes it go extinct. Tyranny is popular with tyrants, but humanity is outgrowing it. Expect pushback from the few with so much to lose, in the final throes. Like racism, sexism, inherited wealth and privilege."
87,Are-Malaysians-really-as-racist-and-intolerable-to-one-another-as-the-media-portrays-them-to-be,2018-07-03 06:51:47,7874,102,"I lived in Malaysia for 7 years. I still continue to visit KL occasionally. Here’s what I think. Malaysians love convenience. What that means is they are carriers of borrowed opinions. This means it's much easier for them to borrow opinions in the form of narratives, beliefs, stories, and even news. This plays an important role in the upbringing of families and the education system. This meddled with typical stereotypes gives birth to racism. Malaysia has three races combined that makes Malaysia what it is. The Malays, Chinese and Indians. Generally speaking, all three of these races are inherently and deeply racist from within anyway. We haven’t fought hard enough in this part of the world against racism. We are very protective of our races and not that excited with aliens. The other contributing factor to this is granting citizenship statuses. Asian countries haven’t really flirted with the idea of citizenship much like westerners did. Because flirting with the idea of granting citizenship or naturalization means to also eradicate racism from within. Now this does not mean citizenships were not given but it is not the same as west. Add the religion into its factor and there is a whole different level of added bigotry, racism, xenophobia etc. All three races (Malays, Chinese, Indians) are somewhat religious and conservative with their ancestral identity. Even though Malaysia tries its best to practice religious tolerance, you’ll have to note that majority always overpowers minority. Let’s not forget  Bumiputera law  that protects the Malay race more than Chinese or Indian race only because of their existence. There is no meritocracy in Malaysia. The  Bumiputera law  has damaged more than it protected Malaysia. It sends a message that their are certain people that are privileged simply because they were born in certain race. What sort of privilege is that. Malaysia needs to reform its primary education system as well. You cannot simply have Malay school, Chinese School or Indian School. You need to bring in a law that must integrate all three races and be very strict against racism in school itself. Yes, I have encountered my fair share of racism during my stay in Malaysia but at the same time, I met and befriended some amazing people from Malaysia. Yes, internally, there is a disturbing racist cruelty that exists in Malaysia. They try not to show it but deep down they are effected in someway or another. But at the same time, I have also attended weddings where Indians married Malays, Malays married Indians or Indians married Chinese. Malaysia can do better. Speak up against racism no matter where you see it. To answer  Are Malaysians really as racist and intolerable to one another as the media portrays them to be? No! Not as the media portrays them to be. Media is a bitch. Don’t trust media!"
88,Is-a-race-war-in-America-a-real-possibility,2020-09-17 22:14:20,3072,358,"Hardly. Racism the way it is being presented is a hoax. Systemic racism is a thing of the past. Yes, blacks and whites are killed committing crimes and resisting arrest. We just had two police officers nearly assassinated in their patrol car by a black man. Now if we had systemic racism police would be rounding up and arresting every black criminal they could. They would be beating them senseless too. Even when protesters were blocking the injured officers from getting medical help, the cops didn’t lose their cool. George Floyd was high as a kite and resisting arrest. There is zero evidence that it was racially motivated and it now looks as if the fentanyl in his system may have killed him. He was also complaining of not being able to breathe before he was ever on the ground. Hands up, dont shoot never happened. Michael Brown attacked a police officer and went back for a second attack when he was shot, multiple witnesses have testified. Eric Gardner had health problems and resisted arrest. His situation was not racially motivated either. He made a mistake by not being compliant and because of his health problems and being overweight, wrestling with police proved fatal. Starting to get the idea? These stories have been presented in a factually inaccurate manner in an effort to make them about race when they aren’t. People are catching on to the games the media is playing and how they have lost all integrity they once had in presenting the news in an unbiased fashion. This is why they have earned the nickname “fake news,” which has stuck!"
89,What-is-the-most-shocking-news-story-you-heard-this-year-so-far,2019-12-03 22:24:42,24133,1660,"In the mother of all ironies, Jack Merritt, one of the two people who were killed by the Islamic terrorist Usman Khan during the London Bridge knife attack was a Social Justice Warrior who supported the unfettered Islamic migration into the UK and was against the supposed ""systemic racism, bigotry & Islamophobia in western society. He had also recently graduated from Cambridge University after submitting a thesis on the 'Over-Representation of Black, Asian & Minority Ethnic males in British Prisons' and supported early release of criminals from the prison (Usman Khan was released within 6 yrs of his 16 yr sentence)."
90,What-images-will-change-the-way-a-person-sees-the-world-after-viewing-them,2015-01-30 01:03:03,38199,1074,Legal vs Illegal. Education System: No Racism please..  Current Youth: What is Life?  Life Cycle:
91,What-do-royal-commentators-mean-by-saying-Prince-Harry-is-waging-war-on-social-media,2020-09-04 21:36:30,11677,247,"Thank you for this question, Rose Anne. Prince Harry seems to be waging war on just about everything. Get him on social media or on camera and he begins yammering away about ‘systemic racism’ and that host of other, nouveau terms with racism attached. He loses me and quite frankly, does he mumble now? I cannot understand him. Harry now includes himself and his wifey in being SJWs, Social (In)justice Warriors. Harry’s social injustice was showing before Markle, when he was in the army and called one of his fellow soldiers the N-word. Great, Harry. I am able to make out that he is angry at social media for being hypocritical and allowing people to go on undisturbed, for disparaging others. I, for one, become incandescent with rage at the thought of Harry and Markle disrespecting Her Majesty. Enough said."
